index number;data and time;time zone;T1;T2;T3;soil moisture count;shake;errFlag
0;2025.06.24 00:00;20.81;20.5;20.94;542;0.0;0
1;2025.06.24 00:15;20.81;20.56;20.88;538;0.0;0
2;2025.06.24 00:30;20.88;20.62;20.75;538;0.0;0
3;2025.06.24 00:45;20.88;20.69;20.75;544;0.0;0
4;2025.06.24 01:00;20.88;20.75;20.75;544;0.0;0
5;2025.06.24 01:15;20.88;20.75;20.69;543;0.0;0
6;2025.06.24 01:30;20.81;20.75;20.62;542;0.0;0
7;2025.06.24 01:45;20.75;20.75;20.62;541;0.0;0
8;2025.06.24 02:00;20.75;20.69;20.5;540;0.0;0
9;2025.06.24 02:15;20.62;20.62;20.31;539;0.0;0
10;2025.06.24 02:30;20.5;20.5;20.12;538;0.0;0
11;2025.06.24 02:45;20.38;20.44;20;537;0.0;0
12;2025.06.24 03:00;20.19;20.31;19.88;535;0.0;0
13;2025.06.24 03:15;20;20.12;19.62;531;0.0;0
14;2025.06.24 03:30;19.81;20;19.38;529;0.0;0
15;2025.06.24 03:45;19.62;19.75;19;528;0.0;0
16;2025.06.24 04:00;19.38;19.56;18.75;526;0.0;0
17;2025.06.24 04:15;19.12;19.38;18.62;525;0.0;0
18;2025.06.24 04:30;18.94;19.12;18.38;524;0.0;0
19;2025.06.24 04:45;18.75;18.94;18.25;522;0.0;0
20;2025.06.24 05:00;18.5;18.75;18.12;521;0.0;0
21;2025.06.24 05:15;18.31;18.5;17.88;520;0.0;0
22;2025.06.24 05:30;18.12;18.38;17.75;518;0.0;0
23;2025.06.24 05:45;17.88;18.12;17.5;517;0.0;0
24;2025.06.24 06:00;17.62;17.94;17.25;516;0.0;0
25;2025.06.24 06:15;17.44;17.75;17.12;514;0.0;0
26;2025.06.24 06:30;17.25;17.5;16.88;513;0.0;0
27;2025.06.24 06:45;17;17.25;16.62;512;0.0;0
28;2025.06.24 07:00;16.75;17.06;16.38;510;0.0;0
29;2025.06.24 07:15;16.5;16.88;16.19;509;0.0;0
30;2025.06.24 07:30;16.25;16.62;16;508;0.0;0
31;2025.06.24 07:45;16.06;16.38;15.75;506;0.0;0
32;2025.06.24 08:00;15.81;16.12;15.5;505;0.0;0
33;2025.06.24 08:15;15.62;15.94;15.25;504;0.0;0
34;2025.06.24 08:30;15.38;15.75;15.06;502;0.0;0
35;2025.06.24 08:45;15.12;15.5;14.81;501;0.0;0
36;2025.06.24 09:00;14.88;15.25;14.56;500;0.0;0
37;2025.06.24 09:15;14.62;15;14.38;499;0.0;0
38;2025.06.24 09:30;14.44;14.75;14.12;497;0.0;0
39;2025.06.24 09:45;14.19;14.56;13.88;496;0.0;0
40;2025.06.24 10:00;14;14.31;13.62;495;0.0;0
41;2025.06.24 10:15;13.75;14.12;13.38;493;0.0;0
42;2025.06.24 10:30;13.5;13.88;13.12;492;0.0;0
43;2025.06.24 10:45;13.25;13.62;12.88;491;0.0;0
44;2025.06.24 11:00;13;13.38;12.62;489;0.0;0
45;2025.06.24 11:15;12.75;13.12;12.38;488;0.0;0
46;2025.06.24 11:30;12.5;12.88;12.19;487;0.0;0
47;2025.06.24 11:45;12.25;12.62;11.94;486;0.0;0
48;2025.06.24 12:00;12.06;12.38;11.75;484;0.0;0
49;2025.06.24 12:15;11.81;12.19;11.5;484;0.0;0
50;2025.06.24 12:30;11.56;11.88;11.06;482;0.0;0
51;2025.06.24 12:45;11.25;11.62;10.75;481;0.0;0
52;2025.06.24 13:00;10.94;11.38;10.38;478;0.0;0
53;2025.06.24 13:15;10.62;11;10.12;477;0.0;0
54;2025.06.24 13:30;10.31;10.75;9.94;476;0.0;0
55;2025.06.24 13:45;10.12;10.5;9.81;474;0.0;0
56;2025.06.24 14:00;9.88;10.25;9.75;474;0.0;0
57;2025.06.24 14:15;9.75;10.12;9.75;466;0.0;0
58;2025.06.24 14:30;9.88;10;9.25;468;0.0;0
59;2025.06.24 14:45;9.88;9.88;9.12;469;0.0;0
60;2025.06.24 15:00;10.12;10.06;10;472;0.0;0
61;2025.06.24 15:15;10.25;10.25;10.12;473;0.0;0
62;2025.06.24 15:30;11;10.75;11.31;479;0.0;0
63;2025.06.24 15:45;11.88;11.5;12;483;0.0;0
64;2025.06.24 16:00;12.62;12.12;12.5;489;0.0;0
65;2025.06.24 16:15;14.62;13.75;13.81;499;0.0;0
66;2025.06.24 16:30;17.31;16.06;16.25;515;0.0;0
67;2025.06.24 16:45;19.25;18.12;18.81;507;0.0;0
